u_priorForDifference,sizeofdiff,sample_Mean1,sample_Mean2,std_dev,sample_size,p0,p1,post_mu2_gt_m1,pvalue,H
0.197166217491031,21.9607582092103,1262.00591137079,1240.04515316158,198.263096587789,10000,0,1,0,2.4982635369378e-14,0
0.278111658059061,32.5884803100348,-916.890902767649,-949.479383077684,200.729602355521,25000,0,1,0,1.16503813090777e-68,0
0.771330149844289,147.547601805752,178.81061673078,326.358218536532,143.14122749919,10000,0,1,1,0,0
-0.0907119601033628,0,-728.110516961988,-728.110516961988,67.5561514177308,25000,0.988,0.012,0.995,0.790290915730418,0.0937779098477717
0.769116991199553,146.584415216152,829.102972451178,975.68738766733,205.250155591208,10000,0,1,1,0,0
0.350851514842361,43.2093797756909,116.490801862532,73.2814220868408,52.650223232474,25000,0,1,0,0,0
-0.414497064892203,0,1612.95158642194,1612.95158642194,99.4953435087165,10000,0.98,0.02,0.997,0.636051433347724,0.141440542541821
-0.353639252018183,0,-1899.46630935035,-1899.46630935035,25.6052588754065,10000,0.994,0.00600000000000001,0.997,0.789538419984838,0.0529150803448477
0.798591845203191,160.24218089672,14.3578798088406,174.600060705561,169.134168216022,10000,0,1,1,0,0
0.796154438052326,159.039262112054,88.3783446577849,-70.6609174542695,48.6549190868546,25000,0,1,0,0,0
-0.260524812620133,0,334.744733145798,334.744733145798,430.812922088865,10000,0.908,0.092,0.927,0.543989205447847,0.443110558244691
-0.684296392835677,0,-1092.28423985323,-1092.28423985323,31.8692586546862,25000,0.993,0.00700000000000001,0.996,0.951498120217885,0.0601724420320086
-0.546637202147394,0,-476.305386781059,-476.305386781059,30.4042262319035,25000,0.992,0.00800000000000001,0.992,0.122279866271929,0.0672215447583069
0.277266054414213,32.4714111288758,656.384035891649,688.855447020525,22.0605850818046,25000,0,1,1,0,0
-0.271975035779178,0,506.096978003769,506.096978003769,274.419875256964,10000,0.814,0.186,0.82,0.086098928893819,0.693028368603268
0.107759707141668,11.4019796067706,373.613676004952,362.211696398182,328.335746187137,10000,0.617,0.383,0.623,0.0265552343676843,0.960133300749638
0.589758593589067,89.1009496431984,559.453523807769,470.352574164571,128.413291267612,10000,0,1,0,0,0
0.300644058734179,35.7595451381712,-307.114076140854,-342.873621279026,185.703854802645,25000,0,1,0,3.58279835415551e-104,0
0.0688872057944536,7.13748552245396,100.659445384099,93.5219598616451,63.3487756637635,10000,0,1,0,1.87787814138525e-13,0
-0.115779502782971,0,141.808776904221,141.808776904221,172.968067681468,10000,0.97,0.03,0.979,0.557156355776347,0.194391857831576
0.61994456499815,96.7438155317573,-516.560046403667,-613.303861935425,771.128540271693,25000,0,1,0,9.56463586506559e-33,0
-0.327260436955839,0,-1681.55230383022,-1681.55230383022,36.5559297812553,10000,0.971,0.029,0.975,0.0801123040192755,0.189351847461352
0.389262573327869,49.3088155757578,-105.390913305832,-154.699728881589,63.5388575952108,10000,0,1,0,0,0
0.0515616885386407,5.29385297175343,-227.775716055215,-222.481863083462,85.4455774540179,10000,0,1,1,4.28469503720794e-08,0
